extraction_ID,alternative_ID,source,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,depth,sample_volume_liters,sample_collect_device,filter_type,filter_size_micrometer,filter_preservation,preservation_volume_milliliters,time_of_day,project,collected_by,extraction_by,extraction_date,extraction_kit,plate_or_vial,longmire_volume_input_microliter,elution_volume_microliters,extraction_plate_ID,extraction_well_ID
e01924,DY22_08_ST35_bottom_2,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H01
e01925,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A02
e01926,DY22_08_ST35_bottom_3,water,2022,9,9,35,Southern Bering Sea,8DY22,-170.005,58.5083,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B02
e01927,DY22_08_ST32_10m_1,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C02
e01928,DY22_08_ST32_10m_2,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D02
e01929,DY22_08_ST32_10m_3,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E02
e01930,DY22_08_ST32_bottom_1,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F02
e01931,DY22_08_ST32_bottom_2,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G02
e01932,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H02
e01933,DY22_08_ST32_bottom_3,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A03
e01934,DY22_08_ST32_blank_1,water,2022,9,8,32,Southern Bering Sea,8DY22,-171.019,57.9994,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B03
e01935,DY22_08_ST6_10m_1,water,2022,8,22,6,Southern Bering Sea,8DY22,-163.049,56.9814,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C03
e01936,DY22_08_ST6_10m_2,water,2022,8,22,6,Southern Bering Sea,8DY22,-163.049,56.9814,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D03
e01937,DY22_08_ST6_10m_3,water,2022,8,22,6,Southern Bering Sea,8DY22,-163.049,56.9814,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E03
e01938,DY22_08_ST6_blank_1,water,2022,8,22,6,Southern Bering Sea,8DY22,-163.049,56.9814,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F03
e01939,DY22_08_ST10_10m_1,water,2022,8,23,10,Southern Bering Sea,8DY22,-165.01,56.0022,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G03
e01940,DY22_08_ST10_10m_2,water,2022,8,23,10,Southern Bering Sea,8DY22,-165.01,56.0022,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H03
e01941,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A04
e01942,DY22_08_ST10_10m_3,water,2022,8,23,10,Southern Bering Sea,8DY22,-165.01,56.0022,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B04
e01943,DY22_08_ST10_blank_1,water,2022,8,23,10,Southern Bering Sea,8DY22,-165.01,56.0022,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C04
e01944,DY22_08_ST14_10m_1,water,2022,8,25,14,Southern Bering Sea,8DY22,-164.956,57.0229,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D04
e01945,DY22_08_ST14_10m_2,water,2022,8,25,14,Southern Bering Sea,8DY22,-164.956,57.0229,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E04
e01946,DY22_08_ST14_10m_3,water,2022,8,25,14,Southern Bering Sea,8DY22,-164.956,57.0229,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F04
e01947,DY22_08_ST14_blank_1,water,2022,8,25,14,Southern Bering Sea,8DY22,-164.956,57.0229,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G04
e01948,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H04
e01949,DY22_08_ST3_10m_1,water,2022,8,20,3,Southern Bering Sea,8DY22,-163.002,55.9816,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A05
e01950,DY22_08_ST3_10m_2,water,2022,8,20,3,Southern Bering Sea,8DY22,-163.002,55.9816,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B05
e01951,DY22_08_ST3_10m_3,water,2022,8,20,3,Southern Bering Sea,8DY22,-163.002,55.9816,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C05
e01952,DY22_08_ST3_blank_1,water,2022,8,20,3,Southern Bering Sea,8DY22,-163.002,55.9816,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D05
e01953,DY22_08_ST11_10m_1,water,2022,8,24,11,Southern Bering Sea,8DY22,-165.998,56.4869,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E05
e01954,DY22_08_ST11_10m_2,water,2022,8,24,11,Southern Bering Sea,8DY22,-165.998,56.4869,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F05
e01955,DY22_08_ST11_10m_3,water,2022,8,24,11,Southern Bering Sea,8DY22,-165.998,56.4869,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G05
e01956,DY22_08_ST11_blank_1,water,2022,8,24,11,Southern Bering Sea,8DY22,-165.998,56.4869,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H05
e01957,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A06
e01958,DY22_08_ST8_10m_1,water,2022,8,22,8,Southern Bering Sea,8DY22,-164.017,56.5743,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B06
e01959,DY22_08_ST8_10m_2,water,2022,8,22,8,Southern Bering Sea,8DY22,-164.017,56.5743,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C06
e01960,DY22_08_ST8_10m_3,water,2022,8,22,8,Southern Bering Sea,8DY22,-164.017,56.5743,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D06
e01961,DY22_08_ST8_blank_1,water,2022,8,22,8,Southern Bering Sea,8DY22,-164.017,56.5743,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E06
e01962,DY22_08_ST5_10m_1,water,2022,8,21,5,Southern Bering Sea,8DY22,-162.029,56.5031,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F06
e01963,DY22_08_ST5_10m_2,water,2022,8,21,5,Southern Bering Sea,8DY22,-162.029,56.5031,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G06
e01964,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H06
e01965,DY22_08_ST5_10m_3,water,2022,8,21,5,Southern Bering Sea,8DY22,-162.029,56.5031,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A07
e01966,DY22_08_ST5_blank_1,water,2022,8,21,5,Southern Bering Sea,8DY22,-162.029,56.5031,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B07
e01967,DY22_08_ST26_10m_1,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C07
e01968,DY22_08_ST26_10m_2,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D07
e01969,DY22_08_ST26_10m_3,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E07
e01970,DY22_08_ST26_bottom_1,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F07
e01971,DY22_08_ST26_bottom_2,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G07
e01972,DY22_08_ST26_bottom_3,water,2022,9,6,26,Southern Bering Sea,8DY22,-167.086,57.9838,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H07
e01973,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A08
e01974,DY22_08_ST28_bottom_1,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B08
e01975,DY22_08_ST28_bottom_2,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C08
e01976,DY22_08_ST28_bottom_3,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D08
e01977,DY22_08_ST28_10m_1,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E08
e01978,DY22_08_ST28_10m_2,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F08
e01979,DY22_08_ST28_10m_3,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G08
e01980,,water,2022,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NA,NA,NA,NA,NA,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H08
e01981,DY22_08_ST28_blank_1,water,2022,9,7,28,Southern Bering Sea,8DY22,-168.038,58.4862,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A09
e01982,DY22_08_ST29_10m_1,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B09
e01983,DY22_08_ST29_10m_2,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C09
e01984,DY22_08_ST29_10m_3,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D09
e01985,DY22_08_ST29_bottom_1,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E09
e01986,DY22_08_ST29_bottom_2,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F09
e01987,DY22_08_ST29_bottom_3,water,2022,9,7,29,Southern Bering Sea,8DY22,-168.974,58.0098,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G09
e01988,DY22_08_ST31_bottom_1,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H09
e01989,DY22_08_ST31_bottom_2,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A10
e01990,DY22_08_ST31_bottom_3,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B10
e01991,DY22_08_ST31_10m_1,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C10
e01992,DY22_08_ST31_10m_2,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D10
e01993,DY22_08_ST31_10m_3,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,E10
e01994,DY22_08_ST31_blank_1,water,2022,9,8,31,Southern Bering Sea,8DY22,-170.032,57.5049,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,F10
e01995,DY22_08_ST1_10m_1,water,2022,8,19,1,Southern Bering Sea,8DY22,-163.809,55.5299,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,G10
e01996,DY22_08_ST1_blank_1,water,2022,8,19,1,Southern Bering Sea,8DY22,-163.809,55.5299,field_blank,NA,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,H10
e01997,DY22_08_ST23_10m_1,water,2022,9,5,23,Southern Bering Sea,8DY22,-169.006,57.0238,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,A11
e01998,DY22_08_ST24_bottom_1,water,2022,9,5,24,Southern Bering Sea,8DY22,-168.033,57.4904,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,B11
e01999,DY22_08_ST20_bottom_1,water,2022,9,4,20,Southern Bering Sea,8DY22,-167.037,57.0301,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,C11
e02000,DY22_08_ST19_bottom_1,water,2022,9,3,19,Southern Bering Sea,8DY22,-166.032,57.5235,sample,bottom,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,NA,SBS,,MP,2023_01_06,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,17_2023,D11
e02502,E1053.SKQ2021,water,2021,11,8,DBO_3.8,DBO_3,Chukchi Sea,-168.9495,67.67663333,sample,46,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:04,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A1
e02503,E1054.SKQ2021,water,2021,11,8,DBO_3.8,DBO_3,Chukchi Sea,-168.9495,67.67663333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:04,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B1
e02504,E1055.SKQ2021,water,2021,11,8,DBO_3.8,DBO_3,Chukchi Sea,-168.9495,67.67663333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:04,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C1
e02505,E1056.SKQ2021,water,2021,11,9,DBO_4.1,DBO_4,Chukchi Sea,-160.2647333,71.19315,sample,49,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,17:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D1
e02506,E1057.SKQ2021,water,2021,11,9,DBO_4.1,DBO_4,Chukchi Sea,-160.2647333,71.19315,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,17:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E1
e02507,E1058.SKQ2021,water,2021,11,9,DBO_4.1,DBO_4,Chukchi Sea,-160.2647333,71.19315,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,17:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F1
e02508,E1059.SKQ2021,water,2021,11,9,DBO_4.2,DBO_4,Chukchi Sea,-160.6566667,71.3218,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,19:55,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G1
e02509,E1060.SKQ2021,water,2021,11,9,DBO_4.2,DBO_4,Chukchi Sea,-160.6566667,71.3218,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,19:55,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H1
e02510,E1061.SKQ2021,water,2021,11,9,DBO_4.2,DBO_4,Chukchi Sea,-160.6566667,71.3218,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,19:55,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A2
e02511,E1062.SKQ2021,water,2021,11,9,DBO_4.3,DBO_4,Chukchi Sea,-161.0393833,71.45433333,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B2
e02512,E1063.SKQ2021,water,2021,11,9,DBO_4.3,DBO_4,Chukchi Sea,-161.0393833,71.45433333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C2
e02513,E1064.SKQ2021,water,2021,11,9,DBO_4.3,DBO_4,Chukchi Sea,-161.0393833,71.45433333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D2
e02514,E1065.SKQ2021,water,2021,11,10,DBO_4.4,DBO_4,Chukchi Sea,-161.4058333,71.589,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E2
